make_model,power_kW,mileage,age,engine_size,type,price
Mercedes-Benz E 350,170.0,74573.0,12.0,2987.0,Used,23900.0
Mercedes-Benz E 200,135.0,57795.0,3.0,1991.0,Used,42849.0
Mercedes-Benz C 180,115.0,48000.0,5.0,1595.0,Used,34950.0
Mercedes-Benz SLK 200,135.0,52400.0,8.0,1796.0,Used,25890.0
Mercedes-Benz SLK 200,135.0,148491.0,13.0,1796.0,Used,10800.0
Mercedes-Benz C 250,150.0,85002.0,5.0,2143.0,Used,34970.0
Mercedes-Benz C 200,135.0,27000.0,4.0,1497.0,Used,39870.0
Mercedes-Benz SLK 200,135.0,68500.0,8.0,1796.0,Used,24940.0
Mercedes-Benz C 220,125.0,83344.0,4.0,2143.0,Used,34490.0
Mercedes-Benz E 200,135.0,75000.0,4.0,1991.0,Used,43990.0
Mercedes-Benz SLK 200,135.0,111167.0,10.0,1796.0,Used,19980.0
Mercedes-Benz SLK 200,135.0,23403.0,8.0,1796.0,Used,25890.0
Mercedes-Benz E 200,135.0,103683.0,8.0,1796.0,Used,24990.0
Mercedes-Benz E 220,125.0,112000.0,6.0,2143.0,Used,32999.0
Mercedes-Benz E 400,245.0,75001.0,4.0,2996.0,Used,49849.0
Mercedes-Benz C 400,245.0,3000.0,0.0,2996.0,Demonstration,69670.0
Mercedes-Benz SLK 200,135.0,111500.0,9.0,1796.0,Used,20830.0
Mercedes-Benz E 250,150.0,45000.0,11.0,1796.0,Used,25990.0
Mercedes-Benz C 200,135.0,26300.0,3.0,1497.0,Used,43990.0
Mercedes-Benz C 220,125.0,37053.0,5.0,2143.0,Used,36995.0
Mercedes-Benz SLK 200,135.0,65000.0,8.0,1796.0,Used,25889.0
Mercedes-Benz SLK 200,135.0,108700.0,14.0,1796.0,Used,14980.0
Mercedes-Benz C 43 AMG,270.0,63019.0,4.0,2996.0,Used,51890.0
Mercedes-Benz SLK 200,135.0,32000.0,7.0,1796.0,Used,28990.0
Mercedes-Benz SLK 200,135.0,113900.0,13.0,1796.0,Used,15889.0
Mercedes-Benz C 250,150.0,75652.0,5.0,2143.0,Used,39990.0
Mercedes-Benz E 200,135.0,50000.0,6.0,1991.0,Used,35500.0
Mercedes-Benz C 300,190.0,54750.0,3.0,1991.0,Used,42749.0
Mercedes-Benz C 180,115.0,12861.0,1.0,1497.0,Used,43700.0
Mercedes-Benz C 250,155.0,64504.0,4.0,1991.0,Used,40990.0
Mercedes-Benz C 200,118.0,32287.0,1.0,1597.0,Used,39900.0
Mercedes-Benz E 250,150.0,43400.0,9.0,1796.0,Used,29849.0
Mercedes-Benz SLK 200,135.0,35552.0,12.0,1796.0,Used,19900.0
Mercedes-Benz E 300,180.0,98328.0,4.0,1991.0,Used,41199.0
Mercedes-Benz E 350,195.0,99800.0,10.0,2987.0,Used,24900.0
Mercedes-Benz E 300,185.0,79477.0,10.0,3498.0,Used,26900.0
Mercedes-Benz E 200,145.0,16000.0,2.0,1991.0,Used,46990.0
Mercedes-Benz E 250,150.0,97149.0,9.0,1796.0,Used,22990.0
Mercedes-Benz E 200,135.0,78000.0,8.0,1991.0,Used,23999.0
Mercedes-Benz SLK 200,120.0,123000.0,16.0,1796.0,Used,10890.0
Mercedes-Benz E 200,135.0,61926.0,3.0,1991.0,Used,46480.0
Mercedes-Benz C 180,115.0,48243.0,4.0,1595.0,Used,33835.0
Mercedes-Benz C 220,125.0,73370.0,4.0,2143.0,Used,34880.0
Mercedes-Benz C 200,135.0,62400.0,4.0,1991.0,Used,36290.0
Mercedes-Benz E 200,135.0,62948.0,8.0,1991.0,Used,24300.0
Mercedes-Benz C 220,125.0,85000.0,5.0,2143.0,Used,36990.0
Mercedes-Benz E 200,135.0,53650.0,6.0,1991.0,Used,32490.0
Mercedes-Benz E 220,125.0,109000.0,10.0,2143.0,Used,22999.0
Mercedes-Benz SLK 200,120.0,39000.0,19.0,1998.0,Used,15990.0
Mercedes-Benz E 250,150.0,48160.0,9.0,1796.0,Used,24290.0
Mercedes-Benz E 250,150.0,129000.0,10.0,1796.0,Used,21800.0
Mercedes-Benz C 300,190.0,26000.0,2.0,1991.0,Used,47400.0
Mercedes-Benz SLK 200,120.0,83000.0,15.0,1796.0,Used,12490.0
Mercedes-Benz E 200,135.0,40000.0,9.0,1796.0,Used,20499.0
Mercedes-Benz C 180,115.0,19798.0,3.0,1595.0,Used,39480.0
Mercedes-Benz C 400,245.0,25960.0,1.0,2996.0,Used,66888.0
Mercedes-Benz C 220,125.0,40400.0,4.0,2143.0,Used,41900.0
Mercedes-Benz C 180,115.0,42500.0,3.0,1595.0,Used,35399.0
Mercedes-Benz C 180,115.0,43447.0,4.0,1595.0,Used,35930.0
Mercedes-Benz SLK 200,135.0,101000.0,8.0,1796.0,Used,22470.0
Mercedes-Benz SLK 200,120.0,59000.0,18.0,1998.0,Used,12990.0
Mercedes-Benz C 300,190.0,59191.0,4.0,1991.0,Used,41780.0
Mercedes-Benz E 350,210.0,30000.0,2.0,2925.0,Used,68899.0
Mercedes-Benz C 250,150.0,59828.0,4.0,2143.0,Used,36890.0
Mercedes-Benz E 200,135.0,53800.0,7.0,1991.0,Used,27980.0
Mercedes-Benz C 400,245.0,6887.0,1.0,2996.0,Used,59899.0
Mercedes-Benz E 300,180.0,49222.0,2.0,1950.0,Used,60899.0
Mercedes-Benz E 220,143.0,47862.0,4.0,1950.0,Used,46450.0
Mercedes-Benz E 220,143.0,81117.0,4.0,1950.0,Used,39090.0
Mercedes-Benz C 180,115.0,30708.0,5.0,1595.0,Used,32690.0
Mercedes-Benz C 200,135.0,19900.0,0.0,1497.0,Employee's car,58490.0
Mercedes-Benz E 200,135.0,9000.0,4.0,1991.0,Used,44490.0
Mercedes-Benz C 180,115.0,24673.0,4.0,1595.0,Used,35480.0
Mercedes-Benz C 300,190.0,26782.0,2.0,1991.0,Used,53790.0
Mercedes-Benz C 200,135.0,9500.0,0.0,1497.0,Demonstration,58900.0
Mercedes-Benz E 220,143.0,52745.0,3.0,1950.0,Used,53335.0
Mercedes-Benz C 300,190.0,19999.0,2.0,1991.0,Used,52900.0
Mercedes-Benz E 220,143.0,31915.0,1.0,1950.0,Used,59895.0
Mercedes-Benz C 180,115.0,12811.0,1.0,1497.0,Used,45800.0
Mercedes-Benz E 220,125.0,143000.0,8.0,2143.0,Used,25900.0
Mercedes-Benz C 300,180.0,75726.0,5.0,1991.0,Used,37999.0
Mercedes-Benz C 200,135.0,12584.0,1.0,1497.0,Used,50990.0
Mercedes-Benz E 200,145.0,11002.0,1.0,1991.0,Used,58885.0
Mercedes-Benz C 200,135.0,5705.0,0.0,1497.0,Used,53880.0
Mercedes-Benz E 220,143.0,12245.0,2.0,1950.0,Used,53890.0
Mercedes-Benz C 200,135.0,8318.0,0.0,1497.0,Used,50900.0
Mercedes-Benz E 220,143.0,25577.0,2.0,1950.0,Used,56000.0
Mercedes-Benz C 200,135.0,7471.0,0.0,1497.0,Used,48980.0
Mercedes-Benz C 200,135.0,5102.0,0.0,1497.0,Used,50900.0
Mercedes-Benz SLK 200,120.0,62500.0,18.0,1796.0,Used,12580.0
Mercedes-Benz C 200,135.0,11392.0,2.0,1497.0,Used,49590.0
Mercedes-Benz C 200,135.0,5212.0,0.0,1497.0,Used,50900.0
Mercedes-Benz C 200,135.0,6088.0,0.0,1497.0,Used,54880.0
Mercedes-Benz E 200,145.0,23956.0,2.0,1991.0,Used,50990.0
Mercedes-Benz E 300,180.0,24978.0,2.0,1950.0,Used,59950.0
Mercedes-Benz C 220,125.0,42452.0,5.0,2143.0,Used,34900.0
Mercedes-Benz C 200,135.0,3643.0,0.0,1497.0,Used,50900.0
Mercedes-Benz C 200,135.0,7622.0,1.0,1497.0,Employee's car,48950.0
Mercedes-Benz E 300,190.0,18208.0,1.0,1991.0,Used,68400.0
Mercedes-Benz C 180,115.0,39313.0,1.0,1497.0,Used,44799.0
Mercedes-Benz C 180,115.0,36930.0,1.0,1497.0,Used,44799.0
Mercedes-Benz E 220,143.0,15000.0,2.0,1950.0,Used,57899.0
Mercedes-Benz C 200,135.0,9500.0,0.0,1497.0,Employee's car,53890.0
Mercedes-Benz C 200,135.0,30000.0,1.0,1497.0,Used,47799.0
Mercedes-Benz C 200,135.0,25000.0,1.0,1497.0,Used,49799.0
Mercedes-Benz E 220,143.0,22323.0,4.0,1950.0,Used,49990.0
Mercedes-Benz SLK 200,135.0,27502.0,7.0,1796.0,Used,25880.0
Mercedes-Benz SLK 200,135.0,69500.0,8.0,1796.0,Used,23900.0
Mercedes-Benz C 200,135.0,50000.0,1.0,1497.0,Used,45000.0
Mercedes-Benz SLK 200,120.0,118000.0,17.0,1796.0,Used,11900.0
Mercedes-Benz E 200,145.0,29036.0,1.0,1991.0,Used,61990.0
Mercedes-Benz C 63 AMG,336.0,132000.0,9.0,3982.0,Used,36990.0
Mercedes-Benz E 220,120.0,64577.0,8.0,2143.0,Used,24900.0
Mercedes-Benz C 43 AMG,287.0,126097.0,6.0,2996.0,Used,51895.0
Mercedes-Benz E 350,195.0,112781.0,10.0,2987.0,Used,23850.0
Mercedes-Benz C 43 AMG,270.0,27950.0,5.0,2996.0,Used,49940.0
Mercedes-Benz C 200,100.0,200000.0,6.0,1598.0,Used,15400.0
Mercedes-Benz C 400,245.0,88900.0,5.0,2996.0,Used,44900.0
Mercedes-Benz SLK 200,135.0,90000.0,8.0,1796.0,Used,23499.0
Mercedes-Benz E 400,250.0,32000.0,3.0,2996.0,Used,53500.0
Mercedes-Benz E 250,150.0,143500.0,12.0,1796.0,Used,14990.0
Mercedes-Benz CL,125.0,79900.0,6.0,2143.0,Used,29890.0
Mercedes-Benz C 400,245.0,24470.0,4.0,2996.0,Used,51990.0
Mercedes-Benz C 43 AMG,287.0,57750.0,3.0,2996.0,Used,59890.0
Mercedes-Benz E 200,135.0,64567.0,4.0,1991.0,Used,46600.0
Mercedes-Benz E 250,150.0,130000.0,11.0,2143.0,Used,19900.0
Mercedes-Benz E 400,245.0,27722.0,4.0,2996.0,Used,59555.0
Mercedes-Benz C 300,190.0,32252.0,3.0,1991.0,Used,54500.0
Mercedes-Benz C 43 AMG,287.0,36838.0,6.0,2996.0,Used,56950.0
Mercedes-Benz C 300,190.0,39000.0,4.0,1991.0,Used,39990.0
Mercedes-Benz E 220,125.0,224678.0,11.0,2143.0,Used,18900.0
Mercedes-Benz SLK 200,120.0,164000.0,16.0,1796.0,Used,10500.0
Mercedes-Benz C 43 AMG,270.0,43290.0,5.0,2996.0,Used,49890.0
Mercedes-Benz SLK 200,135.0,79900.0,9.0,1796.0,Used,26490.0
Mercedes-Benz SLK 200,121.0,120314.0,16.0,1795.0,Used,10450.0
Mercedes-Benz E 350,170.0,67000.0,12.0,2987.0,Used,25900.0
Mercedes-Benz E 220,143.0,91328.0,5.0,1950.0,Used,42000.0
Mercedes-Benz C 220,143.0,67001.0,3.0,1950.0,Used,39890.0
Mercedes-Benz S 500,335.0,102403.0,6.0,4663.0,Used,56990.0
Mercedes-Benz C 220,125.0,82073.0,4.0,2143.0,Used,34350.0
Mercedes-Benz C 63 AMG,375.0,77300.0,6.0,3982.0,Used,60900.0
Mercedes-Benz CLA 45 AMG,280.0,27090.0,6.0,1991.0,Used,38880.0
Mercedes-Benz E 250,150.0,78628.0,8.0,2143.0,Used,21499.0
Mercedes-Benz CLS 350,195.0,235141.0,11.0,2987.0,Used,15975.0
Mercedes-Benz E 350,225.0,65000.0,9.0,3498.0,Used,26990.0
Mercedes-Benz GLC 43 AMG,270.0,70645.0,4.0,2996.0,Used,52950.0
Mercedes-Benz CLA 45 AMG,280.0,92435.0,6.0,1991.0,Used,30999.0
Mercedes-Benz E 53 AMG,320.0,96000.0,3.0,2999.0,Used,59950.0
Mercedes-Benz C 43 AMG,287.0,19900.0,2.0,2996.0,Used,59950.0
Mercedes-Benz E 350,210.0,62000.0,2.0,2925.0,Used,55990.0
Mercedes-Benz C 43 AMG,287.0,10102.0,1.0,2996.0,Used,68900.0
Mercedes-Benz C 180,115.0,123420.0,11.0,1796.0,Used,10790.0
Mercedes-Benz C 63 AMG,375.0,123556.0,8.0,6208.0,Used,42777.0
Mercedes-Benz C 250,155.0,100267.0,6.0,1991.0,Used,31990.0
Mercedes-Benz CLA 45 AMG,280.0,76900.0,6.0,1991.0,Used,33890.0
Mercedes-Benz C 220,143.0,39000.0,1.0,1950.0,Used,34990.0
Mercedes-Benz CLA 45 AMG,310.0,17200.0,2.0,1991.0,Used,69900.0
Mercedes-Benz C 43 AMG,287.0,17172.0,1.0,2996.0,Used,66900.0
Mercedes-Benz E 400,250.0,65497.0,2.0,2925.0,Used,60780.0
Mercedes-Benz CLA 180,100.0,12000.0,2.0,1332.0,Used,29900.0
Mercedes-Benz E 350,220.0,32613.0,4.0,1991.0,Used,47990.0
Mercedes-Benz C 300,180.0,533.0,1.0,1950.0,Used,56950.0
Mercedes-Benz GLC 43 AMG,270.0,32980.0,5.0,2987.0,Used,49950.0
Mercedes-Benz E 53 AMG,320.0,24789.0,3.0,2999.0,Used,69980.0
Mercedes-Benz C 250,150.0,121000.0,8.0,1796.0,Used,19880.0
Mercedes-Benz CLS 350,210.0,115500.0,4.0,2925.0,Used,46450.0
Mercedes-Benz GLC 43 AMG,270.0,53700.0,5.0,2996.0,Used,60990.0
Mercedes-Benz CLA 200,115.0,142448.0,5.0,1595.0,Used,18999.0
Mercedes-Benz C 400,245.0,42650.0,3.0,2996.0,Used,54470.0
Mercedes-Benz E 300,180.0,116129.0,4.0,1991.0,Used,39699.0
Mercedes-Benz E 200,135.0,98000.0,4.0,1991.0,Used,43980.0
Mercedes-Benz C 200,135.0,31543.0,4.0,1497.0,Used,32900.0
Mercedes-Benz C 63 AMG,375.0,57740.0,5.0,3982.0,Used,67900.0
Mercedes-Benz C 63 AMG,375.0,105000.0,5.0,3982.0,Used,58699.0
Mercedes-Benz CLA 200,115.0,32838.0,8.0,1595.0,Used,23980.0
Mercedes-Benz C 43 AMG,287.0,14628.0,1.0,2996.0,Used,67290.0
Mercedes-Benz GLC 43 AMG,270.0,57100.0,5.0,2996.0,Used,49849.0
Mercedes-Benz E 400,245.0,81036.0,4.0,2925.0,Used,45500.0
Mercedes-Benz E 250,150.0,114722.0,11.0,1796.0,Used,17450.0
Mercedes-Benz CLS 350,195.0,190000.0,10.0,2987.0,Used,22800.0
Mercedes-Benz S 500,335.0,54118.0,8.0,4663.0,Used,64900.0
Mercedes-Benz C 300,180.0,89986.0,6.0,1991.0,Used,30990.0
Mercedes-Benz E 350,215.0,93030.0,12.0,3498.0,Used,16900.0
Mercedes-Benz E 200,135.0,60000.0,10.0,1796.0,Used,19880.0
Mercedes-Benz C 43 AMG,287.0,36089.0,3.0,2996.0,Used,51849.0
Mercedes-Benz SLK 200,120.0,23223.0,16.0,1796.0,Used,17900.0
Mercedes-Benz CLS 350,210.0,61474.0,4.0,2925.0,Used,54980.0
Mercedes-Benz CLA 45 AMG,310.0,24803.0,2.0,1991.0,Used,69850.0
Mercedes-Benz C 250,155.0,28100.0,5.0,1991.0,Used,34480.0
Mercedes-Benz C 220,125.0,78900.0,7.0,2143.0,Used,26989.0
Mercedes-Benz C 250,150.0,100000.0,4.0,2143.0,Used,35880.0
Mercedes-Benz C 400,245.0,148700.0,4.0,2996.0,Used,37460.0
Mercedes-Benz C 43 AMG,287.0,18999.0,1.0,2996.0,Used,64450.0
Mercedes-Benz CLS 350,225.0,88000.0,9.0,3498.0,Used,23990.0
Mercedes-Benz C 180,115.0,96856.0,4.0,1595.0,Used,31450.0
Mercedes-Benz C 43 AMG,270.0,38216.0,4.0,2996.0,Used,55890.0
Mercedes-Benz C 200,135.0,70000.0,3.0,1497.0,Used,36990.0
Mercedes-Benz GLC 43 AMG,270.0,64746.0,4.0,2996.0,Used,46990.0
Mercedes-Benz C 300,180.0,49900.0,2.0,1950.0,Used,46888.0
Mercedes-Benz CLA 45 AMG,285.0,10100.0,1.0,1991.0,Used,65800.0
Mercedes-Benz C 300,180.0,49927.0,3.0,1950.0,Used,44980.0
Mercedes-Benz C 300,180.0,22290.0,2.0,1950.0,Used,44400.0
Mercedes-Benz C 400,245.0,74448.0,4.0,2996.0,Used,38849.0
Mercedes-Benz CLA 200,120.0,45999.0,2.0,1332.0,Used,36450.0
Mercedes-Benz SLK 200,120.0,23223.0,16.0,1796.0,Used,17900.0
Mercedes-Benz E 300,190.0,58805.0,3.0,1991.0,Used,51940.0
Mercedes-Benz CLA 180,100.0,4081.0,0.0,1332.0,Used,35900.0
Mercedes-Benz C 300,180.0,98914.0,5.0,1991.0,Used,35800.0
Mercedes-Benz E 300,190.0,58805.0,3.0,1991.0,Used,51940.0
Mercedes-Benz C 180,115.0,24633.0,1.0,1595.0,Used,38999.0
Mercedes-Benz E 200,145.0,2585.0,1.0,1991.0,Used,57749.0
Mercedes-Benz C 220,125.0,100163.0,4.0,2143.0,Used,29117.0
Mercedes-Benz CLA 180,90.0,65000.0,4.0,1595.0,Used,27880.0
Mercedes-Benz E 300,180.0,9382.0,3.0,1991.0,Used,49980.0
Mercedes-Benz CLA 200,120.0,53600.0,3.0,1332.0,Used,37490.0
Mercedes-Benz C 400,245.0,38827.0,4.0,2996.0,Used,41999.0
Mercedes-Benz E 250,150.0,26696.0,12.0,1796.0,Used,20490.0
Mercedes-Benz C 300,190.0,20000.0,2.0,1991.0,Used,43999.0
Mercedes-Benz C 250,155.0,71500.0,6.0,1991.0,Used,34444.0
Mercedes-Benz C 400,245.0,13043.0,1.0,2996.0,Used,58900.0
Mercedes-Benz E 350,170.0,203678.0,12.0,2987.0,Used,12990.0
Mercedes-Benz C 400,245.0,22335.0,1.0,2996.0,Employee's car,53870.0
Mercedes-Benz CLA 200,120.0,9500.0,1.0,1332.0,Used,37835.0
Mercedes-Benz S 500,335.0,65476.0,6.0,4663.0,Used,61499.0
Mercedes-Benz C 220,125.0,73641.0,7.0,2143.0,Used,21390.0
Mercedes-Benz CLS 350,210.0,76898.0,3.0,2925.0,Used,55850.0
Mercedes-Benz E 250,150.0,191799.0,8.0,2143.0,Used,18590.0
Mercedes-Benz C 200,136.0,62866.0,5.0,1991.0,Used,31800.0
Mercedes-Benz SLK 200,135.0,162801.0,14.0,1796.0,Used,13890.0
Mercedes-Benz CLA 45 AMG,310.0,24047.0,1.0,1991.0,Employee's car,61499.0
Mercedes-Benz E 250,155.0,11200.0,7.0,1991.0,Used,28980.0
Mercedes-Benz C 400,245.0,11000.0,3.0,2996.0,Used,53888.0
Mercedes-Benz C 200,135.0,14940.0,4.0,1991.0,Used,34880.0
Mercedes-Benz S 500,335.0,90000.0,8.0,4663.0,Used,65990.0
Mercedes-Benz E 250,150.0,73286.0,6.0,2143.0,Used,29999.0
Mercedes-Benz C 180,115.0,79180.0,5.0,1595.0,Used,29200.0
Mercedes-Benz E 220,143.0,40000.0,3.0,1950.0,Used,41880.0
Mercedes-Benz CLA 180,100.0,37870.0,2.0,1332.0,Used,34990.0
Mercedes-Benz E 220,143.0,50000.0,3.0,1950.0,Used,39999.0
Mercedes-Benz C 400,245.0,3000.0,0.0,2996.0,Demonstration,66860.0
Mercedes-Benz C 180,115.0,71200.0,5.0,1595.0,Used,32900.0
Mercedes-Benz E 200,135.0,40000.0,4.0,1991.0,Pre-registered,43970.0
Mercedes-Benz C 180,115.0,72000.0,5.0,1595.0,Used,29888.0
Mercedes-Benz C 200,135.0,31615.0,4.0,1991.0,Used,35890.0
Mercedes-Benz E 300,180.0,71344.0,5.0,1991.0,Used,37490.0
Mercedes-Benz CLS 350,210.0,81299.0,3.0,2925.0,Used,48990.0
Mercedes-Benz CLA 45 AMG,280.0,85000.0,4.0,1991.0,Used,40899.0
Mercedes-Benz C 43 AMG,270.0,93541.0,5.0,2996.0,Used,44680.0
Mercedes-Benz CLS 350,195.0,233636.0,9.0,2987.0,Used,21800.0
Mercedes-Benz E 200,135.0,46000.0,4.0,1991.0,Used,39440.0
Mercedes-Benz CLS 350,210.0,113420.0,4.0,2925.0,Used,52100.0
Mercedes-Benz C 200,135.0,40200.0,3.0,1497.0,Used,37990.0
Mercedes-Benz C 250,155.0,64581.0,6.0,1991.0,Used,27400.0
Mercedes-Benz C 300,180.0,46041.0,2.0,1950.0,Employee's car,43590.0
Mercedes-Benz E 53 AMG,320.0,29035.0,3.0,2999.0,Used,67940.0
Mercedes-Benz C 200,135.0,51450.0,5.0,1991.0,Used,34900.0
Mercedes-Benz E 300,180.0,30000.0,3.0,1991.0,Used,49599.0
Mercedes-Benz C 220,125.0,88958.0,5.0,2143.0,Used,32299.0
Mercedes-Benz C 200,145.0,43355.0,3.0,1497.0,Used,43890.0
Mercedes-Benz C 300,190.0,6000.0,1.0,1991.0,Demonstration,54670.0
Mercedes-Benz C 200,135.0,19500.0,2.0,1497.0,Used,40900.0
Mercedes-Benz GLC 250,150.0,123348.0,5.0,2143.0,Used,41999.0
Mercedes-Benz CLA 180,80.0,73033.0,5.0,1461.0,Used,19990.0
Mercedes-Benz GLC 250,150.0,139110.0,4.0,2143.0,Used,41999.0
Mercedes-Benz C 220,125.0,53258.0,4.0,2143.0,Used,28190.0
Mercedes-Benz C 200,145.0,11500.0,3.0,1497.0,Used,39950.0
Mercedes-Benz CLS 350,210.0,113000.0,3.0,2925.0,Used,51990.0
Mercedes-Benz C 43 AMG,287.0,4900.0,0.0,2996.0,Demonstration,67670.0
Mercedes-Benz E 220,143.0,81547.0,4.0,1950.0,Used,39850.0
Mercedes-Benz CLA 200,120.0,17157.0,1.0,1332.0,Used,37900.0
Mercedes-Benz E 220,143.0,54468.0,2.0,1950.0,Used,44950.0
Mercedes-Benz C 300,180.0,36450.0,2.0,1950.0,Used,47650.0
Mercedes-Benz CLA 180,100.0,15692.0,2.0,1332.0,Used,30890.0
Mercedes-Benz CLS 350,190.0,90330.0,6.0,2987.0,Used,28190.0
Mercedes-Benz GLC 250,150.0,93122.0,4.0,2143.0,Used,42800.0
Mercedes-Benz GLC 43 AMG,270.0,91573.0,5.0,2996.0,Used,48842.0
Mercedes-Benz E 350,210.0,25243.0,4.0,2925.0,Used,54250.0
Mercedes-Benz C 220,143.0,58802.0,3.0,1950.0,Used,32290.0
Mercedes-Benz E 350,210.0,10653.0,2.0,2925.0,Used,58490.0
Mercedes-Benz C 220,125.0,81705.0,6.0,2143.0,Used,27590.0
Mercedes-Benz C 180,115.0,13878.0,1.0,1497.0,Used,39399.0
Mercedes-Benz CLA 180,90.0,38123.0,4.0,1595.0,Used,24990.0
Mercedes-Benz GLC 220,125.0,93000.0,5.0,2143.0,Used,44900.0
Mercedes-Benz CLS 350,220.0,38000.0,3.0,1991.0,Used,62500.0
Mercedes-Benz C 300,180.0,98914.0,5.0,1991.0,Used,35800.0
Mercedes-Benz C 200,135.0,5100.0,0.0,1497.0,Demonstration,56900.0
Mercedes-Benz E 300,180.0,57800.0,3.0,1950.0,Used,50988.0
Mercedes-Benz C 220,125.0,100163.0,4.0,2143.0,Used,29117.0
Mercedes-Benz C 300,190.0,41266.0,4.0,1991.0,Used,38445.0
Mercedes-Benz C 200,135.0,90389.0,6.0,1796.0,Used,27290.0
Mercedes-Benz C 200,135.0,37063.0,2.0,1497.0,Used,39899.0
Mercedes-Benz CLA 200,100.0,90500.0,6.0,2143.0,Used,23900.0
Mercedes-Benz CLS 350,210.0,113420.0,4.0,2925.0,Used,52100.0
Mercedes-Benz CLA 200,120.0,13391.0,2.0,1332.0,Employee's car,42780.0
Mercedes-Benz C 220,110.0,157906.0,15.0,2148.0,Used,8290.0
Mercedes-Benz GLC 250,155.0,63800.0,4.0,1991.0,Used,49000.0
Mercedes-Benz E 300,190.0,15000.0,2.0,1991.0,Used,53899.0
Mercedes-Benz CLA 200,120.0,12791.0,1.0,1332.0,Used,38400.0
Mercedes-Benz CLA 200,120.0,10358.0,1.0,1332.0,Used,38600.0
Mercedes-Benz CLA 200,120.0,29999.0,2.0,1332.0,Used,37500.0
Mercedes-Benz E 300,180.0,63096.0,3.0,1950.0,Used,47500.0
Mercedes-Benz CLA 180,80.0,44770.0,4.0,1461.0,Used,27990.0
Mercedes-Benz C 250,150.0,62000.0,8.0,1796.0,Used,22290.0
Mercedes-Benz E 200,136.0,128000.0,4.0,2967.0,Used,37000.0
Mercedes-Benz GLC 220,125.0,51813.0,4.0,2143.0,Used,45700.0
Mercedes-Benz C 220,143.0,3115.0,0.0,1950.0,Demonstration,56490.0
Mercedes-Benz E 220,143.0,60100.0,3.0,1950.0,Used,46990.0
Mercedes-Benz C 220,143.0,22000.0,1.0,1950.0,Demonstration,47570.0
Mercedes-Benz CLA 200,120.0,9500.0,0.0,1332.0,Employee's car,45850.0
Mercedes-Benz GLC 300,143.0,5266.0,1.0,1950.0,Demonstration,69870.0
Mercedes-Benz E 300,190.0,16700.0,1.0,1991.0,Used,69950.0
Mercedes-Benz C 43 AMG,270.0,99500.0,5.0,2996.0,Used,49500.0
Mercedes-Benz E 350,170.0,359000.0,12.0,2987.0,Used,11900.0
Mercedes-Benz C 180,105.0,68500.0,17.0,1796.0,Used,9999.0
Mercedes-Benz GLC 250,155.0,30481.0,3.0,1991.0,Used,45890.0
Mercedes-Benz C 43 AMG,270.0,61000.0,4.0,2996.0,Used,47890.0
Mercedes-Benz E 220,143.0,64450.0,4.0,1950.0,Used,42400.0
Mercedes-Benz E 350,190.0,100454.0,4.0,2987.0,Used,41890.0
Mercedes-Benz CLS 350,210.0,113420.0,4.0,2925.0,Used,52100.0
Mercedes-Benz GLC 43 AMG,287.0,63675.0,3.0,2996.0,Used,62870.0
Mercedes-Benz GLC 220,120.0,115978.0,3.0,2143.0,Used,36990.0
Mercedes-Benz GLC 220,125.0,61000.0,3.0,2143.0,Used,45900.0
Mercedes-Benz GLC 220,125.0,38547.0,4.0,2143.0,Used,36675.0
Mercedes-Benz GLC 220,125.0,74144.0,4.0,2143.0,Used,33500.0
Mercedes-Benz GLC 220,143.0,98000.0,2.0,1950.0,Used,40000.0
Mercedes-Benz GLC 250,150.0,91405.0,6.0,2143.0,Used,34480.0
Mercedes-Benz GLC 220,125.0,56387.0,4.0,2143.0,Used,36750.0
Mercedes-Benz GLC 250,155.0,154500.0,4.0,1991.0,Used,30700.0
Mercedes-Benz GLC 300,180.0,87026.0,4.0,1991.0,Used,35500.0
Mercedes-Benz GLC 300,143.0,9321.0,1.0,1950.0,Demonstration,65500.0
Mercedes-Benz GLC 300,180.0,108521.0,4.0,1991.0,Used,34880.0
Mercedes-Benz GLC 220,125.0,98497.0,5.0,2143.0,Used,29990.0
Mercedes-Benz GLC 220,125.0,87020.0,5.0,2143.0,Used,35990.0
Mercedes-Benz GLC 220,125.0,100000.0,6.0,2143.0,Used,28475.0
Mercedes-Benz GLC 43 AMG,270.0,97538.0,5.0,2996.0,Used,39990.0
Mercedes-Benz GLC 300,143.0,12900.0,1.0,1950.0,Used,64500.0
Mercedes-Benz E 220,143.0,176476.0,4.0,1950.0,Used,35400.0
Mercedes-Benz GLC 220,125.0,49756.0,3.0,2143.0,Used,39500.0
Mercedes-Benz GLC 300,190.0,12761.0,1.0,1991.0,Used,54890.0
Mercedes-Benz GLC 220,143.0,5000.0,0.0,1950.0,Pre-registered,63900.0
Mercedes-Benz GLC 220,125.0,66413.0,5.0,2143.0,Used,33300.0
Mercedes-Benz GLC 300,190.0,18100.0,3.0,1991.0,Used,46990.0
Mercedes-Benz GLC 250,150.0,152900.0,4.0,2143.0,Used,29390.0
Mercedes-Benz GLC 300,190.0,15330.0,2.0,1991.0,Used,55900.0
Mercedes-Benz GLC 220,125.0,51954.0,3.0,2143.0,Used,39000.0
Mercedes-Benz GLC 250,150.0,80996.0,3.0,2143.0,Used,39900.0
